scale,rms_pd,max_pd,torque_pd,rms_ai,max_ai,torque_ai
-0.1,7.571137852255282,17.511952465194923,0.004557078567203284,8.194448794733857,13.138926976555055,0.004434590749580472
-0.08,14.786687322493332,27.45169473976833,0.004335404187378757,6.958414661225262,11.398484826209652,0.004551440351585336
-0.06,7.510544509927359,12.776065676702766,0.004470896406666634,9.986342643146614,23.6679881157556,0.00439391461199382
-0.05,23.151296015119517,43.081700256038275,0.004693437592219491,7.362023520582943,11.398433841384813,0.004584907612632433
-0.04,14.826336435135733,27.651804141454793,0.004528789447837714,12.643496658434337,21.31980362522092,0.0043324342871180815
-0.03,7.5086536305726845,11.398293897954451,0.004477735796336109,14.309781125963024,21.11017483884734,0.004602468090349743
-0.02,13.247812763937002,21.027461104577092,0.004710406564754778,11.639746129084989,15.843809325382422,0.004568719124533537
-0.01,18.17191209560683,34.8421829177746,0.004286205461061421,6.5869333119987665,11.398608245792978,0.004490478499226015
